steer,gas,brake
0.9999991,0.9983671,4.2915344e-06
-0.9999996,0.99999964,0.0
-1.0,1.0,0.0
0.99999744,0.9977699,7.1823597e-06
-1.0,0.99999547,2.9802322e-08
-1.0,0.99999976,0.0
-0.99614197,0.9998531,1.013279e-06
1.0,0.9996152,1.7881393e-07
0.24320096,0.9999764,2.9802322e-08
0.9940161,0.9999981,0.0
-1.0,0.99999994,0.0
-0.99999994,0.99999994,0.0
0.99962956,0.9999827,0.0
-1.0,0.9999394,6.943941e-06
0.9999999,0.9999218,2.9802322e-08
-0.4962435,0.99999964,0.0
-1.0,0.9999999,0.0
-0.9836568,0.99994135,1.7881393e-07
0.99999934,0.9989886,1.758337e-06
-0.99118835,0.9999565,1.1920929e-07
-1.0,0.99999994,0.0
-1.0,0.99999225,4.7683716e-07
-1.0,1.0,0.0
0.9999902,0.999909,5.9604645e-08
-1.0,0.99999994,0.0
-0.99998516,0.9999997,0.0
1.0,0.9998776,0.0
1.0,0.99999607,0.0
-0.9993649,0.99999905,0.0
-1.0,0.99999994,0.0
-1.0,0.99999857,0.0
-0.9752005,0.99999726,0.0
0.0015284109,0.9999428,8.940697e-08
-1.0,0.9999999,0.0
-1.0,0.99999994,0.0
0.40715238,0.9999989,0.0
-0.4451623,0.99999917,0.0
-1.0,0.99999946,0.0
1.0,0.99831486,5.662441e-07
-1.0,0.99999994,0.0
0.96311665,0.99999416,0.0
1.0,0.96742165,5.5611134e-05
0.9999365,0.999778,2.3841858e-07
-0.96725005,0.9999994,0.0
-1.0,0.99999976,0.0
-1.0,0.999979,2.9206276e-06
-1.0,0.99999946,0.0
-0.99986655,0.9999689,1.1920929e-07
0.98188317,0.99999636,0.0
-1.0,0.99999976,0.0
-1.0,0.99999976,0.0
-0.9999996,0.99999636,0.0
1.0,0.9968543,3.8146973e-06
-0.9999956,0.9993541,3.090501e-05
-0.9999991,0.9999999,0.0
-0.99945605,0.99999845,0.0
-1.0,1.0,0.0
1.0,0.9998721,2.9802322e-08
-0.99998474,0.9992161,4.6938658e-05
-0.9707612,0.97759545,0.0037492514
0.9971273,0.9999009,8.940697e-08
0.996434,0.9999988,0.0
-0.99990326,0.99969804,5.1259995e-06
1.0,0.999818,0.0
0.9999913,0.999995,0.0
-0.9999804,0.99999976,0.0
-0.927073,0.9999976,0.0
0.9999975,0.99997234,0.0
-0.6857911,0.99999535,0.0
0.9999951,0.9999764,0.0
-0.99999964,0.9999589,5.364418e-07
1.0,0.9900491,1.2010336e-05
-0.99999994,0.9999999,0.0
1.0,0.9974282,1.0430813e-06
-0.94970006,0.9999987,0.0
-1.0,0.9999997,0.0
-0.99999994,0.9999998,0.0
-0.9999657,0.9995513,1.642108e-05
-0.99999946,0.9997843,8.583069e-06
0.9923494,0.9999826,0.0
-1.0,1.0,0.0
0.64700395,0.99999434,0.0
-1.0,1.0,0.0
-0.99998724,0.9999994,0.0
1.0,0.9998559,0.0
0.9999717,0.9999097,5.9604645e-08
1.0,0.99571043,8.046627e-07
0.9954598,0.9999978,0.0
-1.0,0.99999976,0.0
-0.99999994,0.9999738,2.682209e-07
-1.0,0.9999999,0.0
1.0,0.9997468,5.9604645e-08
-1.0,0.99999994,0.0
-0.71876454,0.9999912,0.0
-0.99999976,0.99999994,0.0
-0.9999997,0.9999992,0.0
-0.99999005,1.0,0.0
-1.0,0.9999989,0.0
-0.9999969,0.9999988,0.0
-0.99999297,0.9999997,0.0
-1.0,0.99999976,0.0
-0.99997884,0.99999964,0.0
-1.0,0.9999993,0.0
1.0,0.99964714,0.0
-1.0,0.9999877,5.364418e-07
-0.9999952,0.99999523,0.0
-0.037529282,0.9999971,0.0
-1.0,0.99999964,0.0
0.951426,0.9999979,0.0
0.95776874,0.99999106,0.0
-1.0,0.9999998,0.0
1.0,0.9999856,0.0
-1.0,1.0,0.0
0.97770625,0.9999989,0.0
-0.99999774,0.99999964,0.0
0.99999815,0.999962,0.0
1.0,0.9999785,0.0
-0.8835861,0.9999973,0.0
0.99999964,0.99999154,0.0
0.31673387,0.9999156,2.0861626e-07
1.0,0.999876,2.9802322e-08
0.9999997,0.9997361,1.4901161e-07
0.9995501,0.9999979,0.0
-0.99999076,0.99993753,7.1525574e-07
-1.0,1.0,0.0
-0.99999976,0.99999595,0.0
-1.0,0.9999536,3.1292439e-06
-0.99999875,0.9999988,0.0
0.9993722,0.99995697,2.9802322e-08
0.9939418,0.99988246,1.4901161e-07
1.0,0.99949855,1.4901161e-07
-0.9999387,0.99999726,0.0
-0.99999946,0.9994725,3.4928322e-05
-1.0,0.99999964,0.0
0.9999968,0.9999857,0.0
-1.0,1.0,0.0
0.86699486,0.9999946,0.0
1.0,0.99996346,0.0
1.0,0.9989181,1.2218952e-06
-1.0,0.9999995,0.0
0.99999577,0.9984664,3.9041042e-06
1.0,0.99952865,1.1920929e-07
0.95410275,0.9983777,1.7404556e-05
0.979823,0.99980164,4.7683716e-07
1.0,0.99920607,8.046627e-07
-0.9999996,0.9999994,0.0
1.0,0.9938283,1.603365e-05
-0.31497592,0.9999996,0.0
1.0,0.47653016,0.009381473
0.9962773,0.9999721,0.0
0.9976408,0.99997663,0.0
1.0,0.9988049,5.9604645e-07
-1.0,0.9999955,5.9604645e-08
0.9999986,0.994646,3.3587217e-05
0.9999945,0.99999577,0.0
1.0,0.9999314,0.0
-0.9963906,0.9999999,0.0
0.999897,0.99945724,1.1622906e-06
0.9450988,0.9992079,5.722046e-06
-1.0,1.0,0.0
0.9999849,0.9997148,2.9802322e-07
0.9997497,0.99997365,0.0
-0.86668396,0.99994814,1.4901161e-07
0.9717807,0.9998629,2.0861626e-07
-0.9997031,0.9999989,0.0
-0.9851682,0.9999988,0.0
-0.9536358,0.99989486,3.2782555e-07
0.9999908,0.99999666,0.0
-0.41871563,0.9981172,3.0368567e-05
1.0,0.99633634,9.357929e-06
0.99982846,0.9998106,1.4901161e-07
1.0,0.8454269,0.00025606155
-1.0,0.99999815,0.0
1.0,0.994329,1.937151e-06
0.970317,0.9999926,0.0
0.999764,0.9976202,1.5109777e-05
-1.0,1.0,0.0
0.99999905,0.99509275,2.655387e-05
-0.9006613,0.9992383,1.180172e-05
-1.0,0.9999932,5.9604645e-08
-1.0,0.9999494,1.5795231e-06
-0.9999998,0.9999999,0.0
-0.99995875,0.9999565,3.5762787e-07
0.18486269,0.999979,2.9802322e-08
1.0,0.99961424,0.0
-0.99342453,0.99999213,0.0
0.97671604,0.9999995,0.0
-1.0,0.99999887,0.0
0.66964835,0.99738336,5.042553e-05
-0.9999999,0.99989724,2.2947788e-06
-0.9999969,0.999998,0.0
-1.0,0.9999949,2.9802322e-08
-0.99999833,0.9999978,0.0
0.9532015,0.9999988,0.0
-1.0,0.99999315,5.066395e-07
-0.9759594,0.99999976,0.0
-0.999999,0.99999774,0.0
-1.0,0.99998295,9.536743e-07
0.99999994,0.99839205,2.1457672e-06
1.0,0.9969212,4.7683716e-07
-0.88983804,0.99972427,1.6093254e-06
0.044779733,0.99996126,2.9802322e-08
-1.0,1.0,0.0
-1.0,0.99999976,0.0
1.0,0.99511933,1.1622906e-06
0.8927337,0.999993,0.0
0.9999998,0.9929812,5.057454e-05
-0.9279261,0.99932766,9.685755e-06
-1.0,0.9999998,0.0
0.99999976,0.9994668,5.066395e-07
-0.9992585,0.99998534,2.9802322e-08
-1.0,0.99999994,0.0
0.9743235,0.9993013,4.2021275e-06
-0.9921636,0.9999988,0.0
1.0,0.99895734,2.9802322e-08
0.9999976,0.99999374,0.0
1.0,0.9990194,1.0430813e-06
-0.99414474,0.99999976,0.0
-0.9963078,0.99999994,0.0
1.0,0.54354596,0.0022693276
-0.9940452,0.9996342,6.377697e-06
1.0,0.99971133,0.0
1.0,0.99643034,1.0430813e-06
-1.0,0.99999994,0.0
0.96914047,0.99999726,0.0
-0.93985957,0.99994266,1.7881393e-07
-0.99923927,0.9999994,0.0
-0.98438036,0.99999976,0.0
-0.9967856,0.9999995,0.0
-0.99948704,0.9999999,0.0
-0.85931134,0.99997973,2.9802322e-08
-1.0,1.0,0.0
-1.0,0.99999994,0.0
0.98165494,0.9999412,2.9802322e-08
-0.99999464,0.99999964,0.0
-1.0,0.9999999,0.0
-0.4597766,0.999999,0.0
1.0,0.99208367,1.3053417e-05
0.9999386,0.9999739,0.0
0.9095488,0.99819255,2.3841858e-05
-1.0,1.0,0.0
0.14846334,0.99998283,0.0
1.0,0.9963906,9.834766e-07
-1.0,0.99999845,2.9802322e-08
-0.9999996,0.9999999,0.0
-0.9904575,0.9996454,3.5464764e-06
-0.99999994,0.99999976,0.0
-1.0,0.9999998,0.0
-1.0,1.0,0.0
1.0,0.9992802,7.1525574e-07
-1.0,0.9999914,1.7881393e-07
-0.9999961,0.99999976,0.0
-0.9392846,0.9999439,1.4901161e-07
1.0,0.99951285,0.0
0.9940512,0.99999464,0.0
0.9842073,0.99862933,1.1175871e-05
-1.0,0.9999997,0.0
-0.86050403,0.99999833,0.0
-0.02243972,0.99989873,2.3841858e-07
0.41817975,0.9999982,0.0
-0.96998423,0.9999995,0.0
-0.99998814,0.99999976,0.0
0.99999636,0.99997246,0.0
-1.0,1.0,0.0
0.3457848,0.9999989,0.0
-0.9843361,0.99999475,0.0
-1.0,0.9999999,0.0
-0.99998444,0.99998623,2.9802322e-08
-1.0,0.99999934,0.0
0.9999983,0.9999534,0.0
-0.94348395,0.99998283,2.9802322e-08
-0.99998,0.9999994,0.0
-0.99999994,1.0,0.0
-1.0,0.99999934,0.0
-1.0,0.99999964,0.0
-1.0,0.9999987,0.0
-1.0,0.9999969,0.0
